,gen,nevals,max,avg,min,std
87,27,100,[87.2132462],[74.95035619],[-5.56831537],[9.20701011]
88,28,100,[76.48488409],[75.32446706],[34.94530825],[4.37493527]
89,29,100,[77.79684406],[72.3491482],[-5.56831537],[14.81911195]
90,0,100,[76.25487205],[4.29918469],[-6.18314246],[21.51060457]
91,1,100,[76.36298245],[22.63030976],[-6.12011142],[31.66570273]
92,2,100,[76.51298245],[40.66298563],[-6.12011142],[33.52138029]
93,3,100,[76.45298245],[43.8769836],[-6.12011142],[35.78488672]
94,4,100,[80.74320971],[57.40565595],[-6.12011142],[29.21210047]
95,5,100,[80.90914565],[57.01606116],[-6.12011142],[31.50108818]
96,6,100,[76.26677016],[60.26495459],[-6.12011142],[28.75075937]
97,7,100,[76.39298245],[69.72060124],[-5.97534175],[18.96807057]
98,8,100,[76.25487205],[71.82613948],[-5.97534175],[14.34317148]
99,9,100,[76.25487205],[72.92587685],[-5.97534175],[13.27102291]
100,10,100,[76.25634915],[69.42499831],[-5.97534175],[20.886562]
101,11,100,[76.42298245],[68.54341067],[-5.97534175],[21.12428311]
102,12,100,[76.25487205],[71.542233],[-5.57058294],[16.13906633]
103,13,100,[76.36298245],[68.11438678],[-5.97534175],[21.99785204]
104,14,100,[76.43487205],[71.17425976],[-5.56831537],[18.53042412]
105,15,100,[78.69934244],[72.89867191],[-5.56831537],[14.93349595]
106,16,100,[76.36742693],[73.1728375],[-5.57284028],[14.71350617]
107,17,100,[76.25487205],[74.10511846],[-5.56831537],[10.37458449]
108,18,100,[81.13607716],[74.17074255],[9.14650662],[10.56355735]
109,19,100,[76.36445956],[74.24355902],[9.17457521],[11.44323934]
110,20,100,[76.37353693],[72.75461495],[-5.56831537],[15.31957343]
111,21,100,[76.25487205],[73.20219736],[9.11060604],[13.57795043]
112,22,100,[76.25487205],[72.77481244],[8.4870368],[14.15305519]
113,23,100,[76.25487205],[73.31074249],[3.39403576],[13.00924472]
114,24,100,[76.42298245],[74.85585758],[7.93396254],[9.48346483]
115,25,100,[76.39298245],[75.53211393],[13.12798861],[6.30548246]
116,26,100,[76.30298245],[75.23391275],[25.51761107],[5.80306488]
117,27,100,[76.29547984],[75.39079281],[13.05265048],[6.34661258]
118,28,100,[76.37501404],[75.49175108],[9.17457521],[6.69722014]
119,29,100,[76.31487205],[75.59911246],[71.47750322],[1.62093694]
120,0,100,[76.25487205],[7.2560384],[-6.12011142],[25.05947304]
121,1,100,[76.25487205],[18.44440325],[-6.12011142],[28.83939093]
122,2,100,[76.25487205],[39.32951698],[-6.12011142],[30.77880716]
123,3,100,[80.6359795],[43.78647948],[-5.97534175],[33.26695582]
124,4,100,[76.45298245],[58.16023455],[-6.12011142],[28.6895849]
125,5,100,[76.25487205],[64.21941922],[-5.56831537],[24.17221618]
126,6,100,[80.80935825],[61.61685052],[-5.97534175],[28.66259707]
127,7,100,[80.81431697],[66.00087243],[-5.97534175],[25.45730701]
128,8,100,[80.82608222],[69.88248827],[-5.97534175],[19.61963388]
129,9,100,[76.25487205],[69.02901567],[-5.56831537],[19.63616412]
130,10,100,[76.48488409],[73.38412795],[-5.56831537],[13.92614131]
131,11,100,[80.8294952],[66.23072421],[-5.56991537],[23.41565374]
132,12,100,[76.25487205],[68.26168988],[-5.56831537],[21.50548728]
133,13,100,[76.25487205],[71.59595444],[-5.56831537],[16.38047142]
134,14,100,[76.25487205],[72.12538193],[-5.97534175],[16.33319923]
135,15,100,[85.4623016],[69.57519397],[-5.56831537],[20.61280803]
136,16,100,[80.85104204],[71.89613419],[-5.59214125],[17.64489677]
137,17,100,[76.48488409],[64.65882528],[-5.56831537],[26.92217651]
138,18,100,[80.75193086],[66.79838543],[-5.87662823],[23.97391791]
139,19,100,[76.25487205],[72.53628789],[-5.56831537],[15.78856082]
140,20,100,[81.03652075],[70.6256229],[-5.56831537],[18.9506825]
141,21,100,[85.56639186],[71.84456298],[-5.56831537],[17.50730616]
142,22,100,[76.48488409],[72.55073997],[-5.56831537],[15.82673209]
143,23,100,[76.48722602],[70.46863646],[-5.56831537],[19.00835282]
144,24,100,[80.74465271],[72.67433546],[-5.56831537],[14.07342383]
145,25,100,[80.82269237],[63.85108983],[-5.56831537],[26.01712506]
146,26,100,[80.82100603],[67.46319247],[-5.56831537],[22.66222614]
147,27,100,[80.81265859],[71.54399407],[-5.56831537],[14.37762471]
148,28,100,[76.48722602],[64.4815253],[-5.56831537],[20.91883246]
149,29,100,[80.81265859],[62.18002387],[-5.56509992],[21.19548562]
150,0,100,[76.25487205],[4.4986376],[-6.13779003],[20.73100231]
151,1,100,[76.25487205],[20.29787658],[-6.12011142],[31.88877173]
152,2,100,[76.36298245],[37.39062094],[-6.12011142],[33.26798491]
153,3,100,[82.27128853],[43.43900012],[-6.12011142],[33.88687402]
154,4,100,[76.46204908],[56.02205804],[-6.12011142],[29.49318634]
155,5,100,[76.48891724],[59.61360275],[-6.12011142],[28.82297434]
156,6,100,[76.48488409],[65.14619702],[-5.97534175],[22.76904691]
157,7,100,[76.25487205],[59.60780672],[-6.12011142],[28.59979759]
158,8,100,[76.42298245],[62.99041861],[-5.97534175],[26.86733929]
159,9,100,[77.49195005],[68.27037854],[-6.11941027],[22.39721919]
160,10,100,[86.6110111],[68.32095497],[-5.97534175],[22.18167613]
161,11,100,[76.34353693],[69.58347842],[-6.12011142],[21.55577698]
162,12,100,[76.29317561],[71.32181634],[-5.56831537],[16.90145118]
163,13,100,[80.67089139],[71.08832266],[-5.97534175],[18.66328408]
164,14,100,[77.51351227],[70.22806844],[-5.97534175],[17.03846837]
165,15,100,[76.27442341],[68.74509098],[-6.01728616],[20.26351553]
166,16,100,[77.8639839],[68.93999289],[-5.97534175],[19.83367216]
167,17,100,[82.08444543],[66.00924642],[-5.97534175],[24.04581242]
168,18,100,[76.25487205],[66.39529287],[-5.97534175],[24.16161811]
169,19,100,[76.30995342],[71.9961201],[-5.97534175],[15.70802622]
170,20,100,[76.39298245],[73.41842955],[-1.47534175],[12.47034482]
171,21,100,[76.34353693],[72.87370567],[9.14526746],[13.44461094]
172,22,100,[76.25487205],[73.95549796],[-5.56831537],[10.96854579]
173,23,100,[76.25487205],[75.04666512],[-5.97534175],[8.54516151]
174,24,100,[76.25487205],[74.81979572],[9.17457521],[9.40067636]
175,25,100,[80.76681291],[74.6527482],[13.64650662],[8.7825969]
176,26,100,[83.45877491],[69.82619935],[-5.56831537],[18.86761178]
177,27,100,[78.59377394],[72.97863811],[29.98266042],[10.53003447]
178,28,100,[80.73040674],[72.78611622],[-5.57284028],[13.50666227]
179,29,100,[76.43384203],[71.18668487],[-5.56831537],[17.75415481]
180,0,100,[76.25487205],[6.25085929],[-6.12011142],[22.47781038]
181,1,100,[76.48488409],[24.61772273],[-6.18284418],[30.6810729]
182,2,100,[76.48722602],[36.51048387],[-6.12011142],[32.74958781]
183,3,100,[76.47105833],[50.81555113],[-6.12139511],[31.81014468]
184,4,100,[80.64655568],[56.74446952],[-5.97534175],[31.32403915]
185,5,100,[76.36891724],[62.09910412],[-5.97534175],[27.30560817]
186,6,100,[76.30282221],[63.69321754],[-5.79406749],[23.8827563]
187,7,100,[80.96204908],[62.11059983],[-6.12011142],[25.39479933]
188,8,100,[76.30298245],[63.55237977],[-6.16200783],[24.90343437]
189,9,100,[76.29637051],[66.22199861],[-4.36695809],[22.33896955]
190,10,100,[76.42547363],[68.51631255],[-5.97534175],[19.75625848]
191,11,100,[80.84162751],[72.05690924],[-5.56831537],[16.14545005]
192,12,100,[76.48488409],[69.09327198],[9.17457521],[16.88956932]
193,13,100,[80.8277858],[68.48141747],[4.49650028],[18.77888901]
194,14,100,[76.48488409],[65.84999119],[-5.97534175],[21.82372842]
195,15,100,[80.81265859],[69.28977606],[9.17457521],[15.89131546]
196,16,100,[80.81431697],[69.6761075],[21.44530825],[15.09854785]
197,17,100,[80.84162751],[63.80823569],[4.76652401],[20.00151071]
198,18,100,[80.83639186],[60.6810144],[-5.97534175],[22.05384227]
199,19,100,[80.82269237],[66.01172849],[-5.55469175],[19.85421015]
200,20,100,[80.82608222],[63.49518743],[-5.97534175],[20.43745062]
201,21,100,[80.81431697],[65.24112008],[-5.83100883],[19.21968881]
202,22,100,[82.19971394],[60.52546341],[-5.56831537],[21.86056944]
203,23,100,[80.81765031],[60.83075696],[17.16158436],[20.57292212]
204,24,100,[80.8398762],[63.78171902],[-5.96641294],[20.20312356]
205,25,100,[80.96428622],[61.08431695],[-5.75229037],[21.63722724]
206,26,100,[80.83465876],[58.49691851],[13.29148536],[21.2085495]
207,27,100,[80.83121047],[67.44700686],[4.64733443],[18.60045284]
208,28,100,[80.84162751],[62.03293768],[16.52465825],[20.28718528]
209,29,100,[80.82100603],[62.6176059],[-5.96037057],[21.69434267]
210,0,100,[76.25487205],[8.99367138],[-6.12011142],[27.05041275]
211,1,100,[76.43117736],[30.65702814],[-6.12011142],[32.85692383]
212,2,100,[76.28353693],[39.12041611],[-6.12011142],[31.75519914]
213,3,100,[80.68995342],[40.51153273],[-6.12011142],[34.1138638]
214,4,100,[76.47333624],[55.68202728],[-5.97534175],[30.11287684]
215,5,100,[76.25634915],[62.45839536],[-5.97534175],[27.66704055]
216,6,100,[76.36298245],[57.99022635],[-5.97534175],[27.1666414]
217,7,100,[76.47562457],[70.69003926],[-5.97534175],[14.9312036]
218,8,100,[76.48488409],[70.58463145],[-5.97534175],[16.81418878]
219,9,100,[76.48488409],[70.97463907],[9.09246346],[15.28414827]
220,10,100,[76.25487205],[71.44765235],[9.06221665],[15.78965691]
221,11,100,[78.69677833],[72.92655961],[9.17457521],[13.21359448]
222,12,100,[76.28487205],[69.88355463],[9.17457521],[18.13194565]
223,13,100,[76.25487205],[69.8912089],[9.17457521],[17.22634485]
224,14,100,[76.25487205],[67.93653474],[-5.97534175],[19.99666513]
225,15,100,[76.25634915],[69.52821212],[-5.56831537],[18.49641468]
226,16,100,[76.47105833],[70.73162893],[9.09919001],[15.79107215]
227,17,100,[80.81765031],[72.4483936],[4.76652401],[14.04496395]
228,18,100,[76.6340666],[66.90420234],[-5.56831537],[19.47516471]
229,19,100,[80.82100603],[70.17098376],[9.09919001],[14.98868617]
230,20,100,[76.42134138],[71.0342673],[8.66948312],[13.81998895]
231,21,100,[76.48488409],[69.76133384],[-5.97534175],[15.60122908]
232,22,100,[76.48488409],[72.02129531],[-5.97534175],[13.20093628]
233,23,100,[80.81431697],[71.89462845],[-5.96490918],[13.66141105]
234,24,100,[76.48488409],[69.60660706],[-5.97534175],[17.98279985]
235,25,100,[76.48488409],[68.56104173],[-5.56831537],[18.30962497]
236,26,100,[76.4802329],[65.41476191],[-5.97534175],[21.87737837]
237,27,100,[76.48488409],[70.60733689],[-5.56831537],[15.62671813]
238,28,100,[76.48722602],[70.60925545],[-5.56831537],[14.8624284]
239,29,100,[76.48722602],[66.30106848],[-5.56831537],[19.50191346]
240,0,100,[76.25487205],[7.46145579],[-6.12776463],[25.26376408]
241,1,100,[80.81598086],[18.10623466],[-6.12011142],[28.67577273]
242,2,100,[78.63571481],[32.81981846],[-6.12011142],[33.80962622]
243,3,100,[81.36509222],[53.87750759],[-6.12011142],[30.00453428]
244,4,100,[76.45594104],[60.04847612],[-6.12011142],[27.12926453]
245,5,100,[76.30298245],[63.55243621],[-5.56831537],[23.76983933]
246,6,100,[82.59179391],[64.69274129],[-5.56831537],[23.22509417]
247,7,100,[80.75193086],[65.5069804],[-5.97534175],[22.51593808]
248,8,100,[80.66592857],[66.69441879],[-5.97534175],[21.14358498]
249,9,100,[76.48488409],[64.37997924],[-5.56831537],[23.98859572]
250,10,100,[77.17813206],[64.71034145],[-5.97534175],[23.91935638]
251,11,100,[76.48488409],[65.07210941],[-5.97534175],[24.38156602]
252,12,100,[85.36077904],[70.38255138],[-5.56831537],[19.03774908]
253,13,100,[82.02192543],[61.98178966],[-5.56831537],[26.11714283]
254,14,100,[76.64250692],[55.20846361],[-5.56831537],[26.3264549]
255,15,100,[76.48488409],[63.32072084],[-5.56831537],[24.11069165]
256,16,100,[80.97359269],[63.78637208],[-5.56831537],[22.56562382]
257,17,100,[80.80935825],[61.78256531],[-5.56831537],[25.7193284]
258,18,100,[80.82100603],[61.30588037],[-5.97534175],[24.452345]
259,19,100,[80.82438442],[66.22994532],[-5.56831537],[19.01501783]
260,20,100,[80.81765031],[59.36071],[-5.56831537],[25.63724023]
261,21,100,[80.81598086],[59.11754129],[-5.56831537],[23.91595671]
262,22,100,[80.84448091],[62.04806495],[-5.56831537],[23.18463998]
263,23,100,[80.83293164],[58.65710389],[-5.56831537],[23.52179069]
264,24,100,[80.8277858],[63.31599328],[-5.56831537],[20.76231488]
265,25,100,[80.91928799],[63.18221013],[8.89955204],[19.78914702]
266,26,100,[80.90714164],[61.55687195],[30.48307156],[20.02490595]
267,27,100,[80.89920497],[66.28613568],[25.52465825],[18.18828584]
268,28,100,[80.81765031],[62.13594883],[-5.56831537],[21.66298638]
269,29,100,[80.8277858],[60.69549174],[-5.56831537],[22.88405821]
270,0,100,[80.97898192],[10.0929788],[-6.12902885],[27.48046608]
271,1,100,[76.3615097],[18.92750046],[-6.12011142],[29.03130688]
272,2,100,[80.81932536],[31.52442988],[-6.12011142],[34.61811191]
273,3,100,[76.52377394],[51.71053825],[-5.97534175],[33.03245973]
274,4,100,[76.4802329],[53.70720662],[-6.16776695],[33.32134993]
275,5,100,[80.80935825],[61.14802687],[-6.12011142],[27.52021852]
276,6,100,[76.33298245],[66.98855944],[-5.97534175],[21.88865697]
277,7,100,[80.82269237],[67.96480775],[-5.97534175],[20.03970668]
278,8,100,[76.25487205],[68.91137681],[-5.97534175],[18.41669551]
279,9,100,[76.46879075],[70.22621716],[-6.04541507],[17.25705478]
280,10,100,[80.74935825],[70.04645111],[-5.56831537],[17.58068779]
281,11,100,[76.25487205],[68.91513388],[-5.97534175],[19.00597869]
282,12,100,[76.25783064],[68.48370812],[-5.97534175],[21.33573251]
283,13,100,[76.30282221],[72.91283141],[-5.55469175],[13.81004025]
284,14,100,[76.47105833],[67.98273967],[-5.97534175],[20.29320878]
285,15,100,[80.8504773],[71.2456691],[-5.56831537],[15.30476749]
286,16,100,[76.2623016],[71.24600782],[-5.97534175],[16.31354198]
287,17,100,[76.48488409],[73.8689806],[4.77447331],[10.14570341]
288,18,100,[80.63714364],[73.86727654],[34.94530825],[9.66251119]
289,19,100,[76.48488409],[71.67278445],[-5.97534175],[14.15715538]
290,20,100,[76.34869477],[72.7096645],[34.94530825],[11.25053675]
291,21,100,[76.5115097],[73.38527643],[34.94530825],[9.97276646]
292,22,100,[76.25487205],[74.56059397],[9.14774886],[8.819436]
293,23,100,[76.44450342],[71.75885954],[-5.97534175],[18.00345988]
294,24,100,[80.8110057],[70.63317536],[-5.97534175],[18.9223075]
295,25,100,[76.48488409],[70.77345403],[7.52465825],[15.69164795]
296,26,100,[76.48488409],[74.00062359],[-5.97534175],[10.73319781]
297,27,100,[76.48488409],[70.10772281],[34.94530825],[14.65158824]
298,28,100,[76.48488409],[71.77008814],[18.06221665],[13.02657761]
299,29,100,[76.48488409],[70.39410519],[34.94530825],[13.76415933]
